Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Extended_Platform_Name
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,53.0,10.0,,,E,Play Station
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,70.0,35.0,8.9,9.0,E,Nintendo DS
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,36.0,10.0,0.5,4.0,T,Play Station 3
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.12,0.01,0.0,0.01,0.14,,,,,E,Nintendo Wii
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,,,,,,Nintendo 64
Baldurs Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,T,GameCube
WCW Backstage Assault,N64,1999,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.14,,,,,,Nintendo 64
Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,,,,,,Nintendo 64
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,,,,,,Play Station Portable
Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,,,,,,Nintendo 64
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,93.0,33.0,9.0,1512.0,T,PC
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,62.0,5.0,,,E,Nintendo DS
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 2
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.03,0.0,0.11,0.01,0.14,83.0,5.0,8.0,24.0,T,Play Station Vita
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,67.0,23.0,8.1,17.0,T,Play Station 2
Gallop & Ride!,Wii,2008,Sports,THQ,0.13,0.0,0.0,0.01,0.14,,,,,,Nintendo Wii
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,,,,,,Play Station
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,60.0,18.0,,,E10+,GameCube
Dragon Quest Heroes II: Twin Kings and the Prophecys End,PS3,2016,Action,Square Enix,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 3
Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.13,0.0,0.0,0.01,0.14,,,,,E,Nintendo DS
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Sega Dreamcast
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.05,0.08,0.01,0.14,72.0,7.0,8.4,14.0,M,Play Station Vita
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14,76.0,8.0,6.3,16.0,E10+,Nintendo Wii U
Buck Fever,Wii,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,,,,,T,Nintendo Wii
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.1,0.0,0.03,0.14,70.0,5.0,,,E10+,Play Station Vita
Cabelas African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,53.0,4.0,5.0,8.0,T,Xbox 360
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,11.0,E,Play Station 2
Ataris Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,,,,,,Nintendo DS
Attack on Titan (KOEI),PSV,2016,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station Vita
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,,,,,,Nintendo DS
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73.0,57.0,7.2,52.0,M,Xbox 360
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station Portable
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.05,0.06,0.01,0.02,0.14,78.0,43.0,8.0,79.0,T,Play Station 4
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,,,5.3,9.0,E,Nintendo Wii
X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,M,Xbox 360
Where the Wild Things Are,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,,,,,E,Nintendo DS
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 3
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,71.0,31.0,3.8,776.0,M,PC
Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,Game Boy Advance
Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.11,0.0,0.01,0.02,0.14,,,,,,Play Station Portable
Godzilla: Save the Earth,X,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,63.0,22.0,8.2,6.0,T,Xbox
Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,E,Nintendo Wii
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,54.0,6.0,,,E,Play Station 2
TRINITY: Souls of Zill Oll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,T,Play Station 3
Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,682.0,M,PC
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Jim Hensons the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,,,,,,Game Boy Advance
Desire,SAT,1997,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14,,,,,,Sega Saturn
Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,,,6.9,13.0,E10+,Nintendo DS
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.5,160.0,E10+,Play Station Vita
Tim Burtons The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,71.0,5.0,5.5,6.0,E10+,Game Boy Advance
Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Nintendo DS
Sid Meiers Pirates!,X,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,,,,,,Xbox
Enclave,X,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,M,Xbox
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,64.0,22.0,6.8,20.0,E10+,Play Station Portable
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.05,0.01,0.06,0.02,0.14,68.0,24.0,7.1,36.0,T,Play Station Vita
Dino Crisis 3,X,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,51.0,28.0,4.1,22.0,M,Xbox
NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,72.0,11.0,,,E,GameCube
The King of Fighters 94 (CD),NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,,,,,,Neo Geo
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,E,Play Station 3
Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Disney's Chicken Little,X,2005,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,68.0,15.0,,,E10+,Xbox
LEGO Legends of Chima: Lavals Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.14,64.0,5.0,6.6,8.0,E10+,Play Station Vita
The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,450.0,M,PC
Age of Empires: Collectors Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,,,8.0,6.0,T,PC
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,48.0,32.0,5.7,24.0,T,Xbox 360
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Nintendo Wii
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,63.0,20.0,8.0,22.0,T,Play Station 3
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,83.0,9.0,7.4,5.0,E,Play Station
Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,,,,,,Nintendo Wii
Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0.0,0.0,0.14,58.0,8.0,,,T,Game Boy Advance
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,,,,,,GameCube
LEGO The Lord of the Rings,DS,2012,Action,Warner Bros. Interactive Entertainment,0.0,0.13,0.0,0.01,0.14,,,,,E10+,Nintendo DS
Bejeweled 3,X360,2010,Puzzle,PopCap Games,0.13,0.0,0.0,0.01,0.14,78.0,13.0,8.4,11.0,E,Xbox 360
Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,,,,,E,Nintendo 3DS
Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,,,,,,PC
Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 2
To Heart,PS,1999,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14,,,,,,Play Station
Lets Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,,,,,,Xbox 360
RockMan & Forte,SNES,1998,Platform,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,Super Nintendo Entertainment System
Doukyuusei,TG16,1995,Adventure,NEC,0.0,0.0,0.14,0.0,0.14,,,,,,TruboGrafx-16
Nicktoons: ML,Wii,2011,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,,,,,E,Nintendo Wii
Farming Simulator 2012,3DS,2012,Simulation,Excalibur Publishing,0.0,0.12,0.0,0.01,0.14,,,,,,Nintendo 3DS
Master Jin Jins IQ Challenge,DS,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,38.0,4.0,,,E,Nintendo DS
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,0.14,,,,,E10+,Play Station Portable
MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,,,,,E,Nintendo Wii
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,72.0,24.0,7.8,12.0,T,Xbox 360
Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.14,92.0,40.0,9.1,1034.0,T,PC
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.14,58.0,23.0,7.6,10.0,E10+,Xbox 360
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,,,,,,Xbox 360
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,,,,,,GameCube
Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,E,GameCube
4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,56.0,7.0,,,E,GameCube
Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 2
Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 3
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,,,,,,Play Station
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,Nintendo DS
Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,E,Game Boy Advance
Monster La,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,75.0,8.0,,,E10+,Nintendo DS
In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,,,,,,Play Station
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,Sega Saturn
Marvel vs. Capcom 2: New Age of Heroes,X,2002,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,,,,,,Xbox
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,,,,,,Play Station 2
Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,213.0,M,PC
Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0.0,0.0,0.01,0.14,,,,,,Nintendo DS
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14,69.0,34.0,6.9,403.0,T,PC
Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,57.0,M,Play Station 3
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,,,,,,Play Station Portable
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.14,88.0,34.0,8.8,1067.0,M,PC
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,44.0,8.0,,,T,Play Station Portable
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30.0,15.0,3.0,4.0,T,Game Boy Advance
Robots,DS,2005,Action,Vivendi Games,0.12,0.0,0.0,0.01,0.14,,,6.7,6.0,E,Nintendo DS
Houshinengi,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14,,,,,,Play Station
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14,67.0,7.0,,,E,Play Station Portable
7th Dragon,DS,2009,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,Nintendo DS
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,,,,,E10+,Nintendo Wii
LEGO Island Xtreme Stunts,GBA,2002,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14,,,,,,Game Boy Advance
Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,T,Xbox 360
Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14,,,,,E,Nintendo DS
Create,X360,2010,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,E,Xbox 360
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station 2
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,E,Play Station 2
Happy Feet,Wii,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46.0,11.0,6.7,16.0,E,Nintendo Wii
Hot Wheels: World Race,GBA,2003,Racing,THQ,0.1,0.04,0.0,0.0,0.14,,,6.2,5.0,E,Game Boy Advance
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14,70.0,14.0,2.5,1982.0,M,PC
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,63.0,10.0,7.6,16.0,E,Nintendo Wii
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,,,,,,Xbox 360
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,84.0,38.0,8.0,87.0,T,Play Station 3
NBA Jam,X,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0,E,Xbox
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,77.0,21.0,7.5,10.0,E,Play Station 2
NCIS,X360,2011,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,35.0,11.0,3.8,6.0,T,Xbox 360
Skylanders: SuperChargers,3DS,2015,Action,Activision,0.06,0.06,0.0,0.01,0.14,,,,,E10+,Nintendo 3DS
Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Rio,PS3,2011,Misc,THQ,0.04,0.07,0.0,0.02,0.14,65.0,8.0,,,E10+,Play Station 3
Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station Vita
Apex,X,2003,Racing,Atari,0.1,0.03,0.0,0.0,0.14,74.0,26.0,9.1,7.0,E,Xbox
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,Nintendo DS
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.8,13.0,T,Game Boy Advance
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,65.0,18.0,8.0,5.0,T,Play Station 2
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35.0,17.0,6.7,19.0,T,Nintendo Wii
Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,,,,,,Play Station
Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,,,,,,Xbox 360
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,75.0,21.0,7.8,24.0,E,Nintendo 3DS
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,65.0,17.0,2.8,17.0,T,Play Station Portable
Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0.0,0.01,0.14,50.0,6.0,,,E10+,Nintendo DS
Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,Play Station
Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,70.0,38.0,7.4,14.0,T,Nintendo DS
Disney's Cinderella: Magical Dreams,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,69.0,7.0,,,E,Game Boy Advance
MotoGP 06,X360,2006,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80.0,50.0,7.7,13.0,E,Xbox 360
Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,88.0,18.0,,,E,GameCube
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,47.0,16.0,7.5,4.0,E10+,Nintendo DS
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,,,E,Nintendo DS
Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49.0,11.0,3.5,6.0,E,Play Station 2
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,,,E,Nintendo DS
ESPN MLB Baseball,X,2004,Sports,Sega,0.1,0.03,0.0,0.0,0.14,,,,,,Xbox
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,730.0,M,PC
Gladius,X,2003,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.6,23.0,T,Xbox
GoldenEye 007 (2010),DS,2010,Action,Activision,0.1,0.03,0.0,0.01,0.14,,,,,,Nintendo DS
Legends of Wrestling,X,2002,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,65.0,10.0,5.8,4.0,T,Xbox
Queens Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station Portable
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,Play Station Portable
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,E,Nintendo DS
Spy Hunter 2,X,2003,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,57.0,22.0,,,T,Xbox
Open Season,DS,2006,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.13,72.0,4.0,,,E,Nintendo DS
Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0.0,0.01,0.13,,,,,,Xbox 360
Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,,,,,E,Play Station
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.13,,,,,E,Nintendo DS
Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,,,,,,Play Station 2
Monster Jam,DS,2007,Racing,Activision,0.12,0.0,0.0,0.01,0.13,,,,,E,Nintendo DS
James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,66.0,6.0,8.1,9.0,T,Game Boy Advance
Lets Play Ballerina,DS,2010,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.13,,,,,,Nintendo DS
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,,,,,,Play Station 3
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0.0,0.0,0.01,0.13,49.0,4.0,,,E,Nintendo DS
Medalot 7,3DS,2012,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13,,,,,,Nintendo 3DS
Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13,,,,,,Play Station
Little League World Series Baseball 2009,DS,2009,Sports,Activision,0.12,0.0,0.0,0.01,0.13,,,,,E,Nintendo DS
Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,69.0,16.0,7.0,13.0,T,Play Station
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,Play Station 2
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.06,0.06,0.0,0.02,0.13,,,,,,Play Station 4
International Cricket 2010,X360,2010,Sports,Codemasters,0.0,0.12,0.0,0.02,0.13,,,,,,Xbox 360
FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,E,Play Station Portable
Bratz,GBA,2002,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,,,,,E,Game Boy Advance
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,,,,,E,Nintendo Wii
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0.0,0.13,0.0,0.01,0.13,86.0,45.0,7.9,938.0,M,PC
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.04,0.04,0.04,0.02,0.13,67.0,4.0,7.8,25.0,T,Play Station Vita
King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8.0,10.0,T,Play Station 2
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13,,,,,,Play Station 2
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.9,14.0,M,Play Station 2
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,27.0,24.0,2.8,66.0,M,Play Station 3
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,Play Station 2
Blade II,X,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4.0,4.0,M,Xbox
